date,high,low,VWAP,open,close,VWAP1H,VWAP3H,buy_volume,sell_volume,transaction_volume,first_trade_date,last_trade_date,13
2026-08-26 00:00:00,216.1,135.35,162.4,165.29,194.13,157.87,160.55,3670.3,2991.1,5568.6,2026-08-25 14:20:11,2026-08-25 23:38:56,
2026-08-26 01:00:00,212.81,130.44,155.49,161.09,170.5,157.17,154.38,3426.8,2910.6,5383.8,2026-08-25 14:19:33,2026-08-26 00:39:18,
2026-08-26 02:00:00,182.88,125.21,153.6,150.05,152.41,154.72,153.78,3791.9,3298.3,5876.2,2026-08-25 14:00:18,2026-08-26 01:39:36,
2026-08-26 03:00:00,179.09,105.19,151.29,153.95,136.53,148.38,151.81,3265.0,2769.4,5201.8,2026-08-25 14:00:25,2026-08-26 02:38:58,
2026-08-26 04:00:00,179.91,127.78,155.35,135.66,173.31,158.64,156.92,3492.4,3068.6,5588.2,2026-08-25 14:00:26,2026-08-26 03:39:55,
2026-08-26 05:00:00,207.39,133.28,166.8,148.02,207.37,178.77,171.58,3463.8,3289.3,5658.3,2026-08-25 14:21:21,2026-08-26 04:39:55,
2026-08-26 06:00:00,249.7,159.5,189.21,178.47,226.4,199.67,194.54,3188.5,2959.2,5290.0,2026-08-25 14:21:23,2026-08-26 05:39:40,
2026-08-26 07:00:00,249.47,177.69,206.47,217.09,192.68,217.91,212.57,3927.0,3685.3,6806.9,2026-08-25 14:00:29,2026-08-26 06:39:45,
2026-08-26 08:00:00,267.58,171.1,204.46,219.98,240.03,206.63,207.82,5598.7,5044.0,9386.4,2026-08-25 14:00:30,2026-08-26 07:39:55,
2026-08-26 09:00:00,340.56,123.83,185.68,172.72,168.0,199.53,187.51,5140.8,4483.5,8251.8,2026-08-25 14:00:31,2026-08-26 08:39:52,
2026-08-26 10:00:00,203.29,100.0,152.48,148.75,103.3,151.57,151.96,6926.6,6054.0,10947.2,2026-08-25 14:00:33,2026-08-26 09:39:59,
2026-08-26 11:00:00,153.39,10.21,129.83,119.34,21.38,112.55,126.85,8372.5,7786.1,13333.0,2026-08-25 14:00:35,2026-08-26 10:39:51,
2026-08-26 12:00:00,135.91,25.85,97.28,95.39,57.74,59.34,86.2,9438.5,8868.9,15580.5,2026-08-25 14:20:15,2026-08-26 11:39:47,
2026-08-26 13:00:00,117.9,7.46,80.78,81.6,14.0,48.97,65.8,10105.9,9580.6,16605.6,2026-08-25 14:08:09,2026-08-26 12:39:55,
2026-08-26 14:00:00,124.93,-4.98,70.44,92.0,8.66,19.35,49.48,10083.8,9692.3,16991.3,2026-08-25 14:08:13,2026-08-26 13:39:54,
2026-08-26 15:00:00,132.2,-3.03,73.42,95.58,12.15,31.78,52.3,9989.5,9649.3,16954.2,2026-08-25 14:00:42,2026-08-26 14:39:33,
2026-08-26 16:00:00,156.8,8.0,101.78,110.16,130.56,83.81,89.43,8683.9,8421.9,14955.0,2026-08-25 14:20:02,2026-08-26 15:39:50,
2026-08-26 17:00:00,192.75,77.6,149.69,118.64,125.0,147.12,146.05,6978.9,6793.6,11826.7,2026-08-25 14:20:35,2026-08-26 16:39:48,
2026-08-26 18:00:00,300.99,117.59,186.5,173.23,230.01,175.26,185.29,6030.2,5955.0,10103.4,2026-08-25 14:00:47,2026-08-26 17:39:36,
2026-08-26 19:00:00,746.09,152.1,217.89,198.9,631.11,229.52,221.28,5562.3,5097.3,9132.6,2026-08-25 14:08:18,2026-08-26 18:39:47,
2026-08-26 20:00:00,384.1,116.96,204.35,116.96,207.97,210.08,203.93,6661.1,6400.8,11155.6,2026-08-25 14:00:49,2026-08-26 19:39:55,
2026-08-26 21:00:00,284.5,151.13,184.32,151.13,193.67,182.24,184.13,6109.5,6263.8,10452.7,2026-08-25 14:00:50,2026-08-26 20:39:40,
2026-08-26 22:00:00,220.1,152.14,178.72,166.09,186.47,187.87,182.23,5324.4,5857.2,9341.0,2026-08-25 14:00:51,2026-08-26 21:39:46,
2026-08-26 23:00:00,264.41,133.71,164.85,140.83,146.99,170.18,168.22,4418.4,4830.1,7804.8,2026-08-25 14:22:45,2026-08-26 22:39:06,
2026-08-27 00:00:00,188.74,115.77,150.18,151.79,130.1,145.29,148.89,2976.6,2958.6,5072.4,2026-08-26 14:12:24,2026-08-26 23:39:48,
2026-08-27 01:00:00,163.6,91.41,142.35,151.59,110.16,137.15,140.61,3321.7,3567.2,5691.9,2026-08-26 14:12:24,2026-08-27 00:39:35,
2026-08-27 02:00:00,149.06,93.8,137.54,136.19,110.54,133.46,136.45,3293.8,3719.1,5884.0,2026-08-26 14:18:30,2026-08-27 01:39:34,
2026-08-27 03:00:00,172.8,110.04,137.19,137.9,128.62,134.51,136.53,3390.1,3725.4,5905.2,2026-08-26 14:19:49,2026-08-27 02:39:32,
2026-08-27 04:00:00,165.76,94.06,141.34,140.26,118.93,144.29,142.27,3523.1,4046.3,6284.0,2026-08-26 14:20:10,2026-08-27 03:39:10,
2026-08-27 05:00:00,193.19,115.21,151.63,125.63,172.3,155.69,154.48,3264.2,3570.4,5832.6,2026-08-26 14:00:22,2026-08-27 04:39:15,
2026-08-27 06:00:00,214.54,128.31,179.56,169.67,175.34,185.71,183.55,3473.5,3739.2,6003.2,2026-08-26 14:20:00,2026-08-27 05:39:13,
2026-08-27 07:00:00,205.62,159.22,184.36,175.05,167.0,178.77,185.93,3282.4,3598.2,5890.0,2026-08-26 14:20:00,2026-08-27 06:39:31,
2026-08-27 08:00:00,207.18,123.14,167.39,168.21,186.99,161.74,165.74,4088.8,4158.2,7019.5,2026-08-26 14:20:26,2026-08-27 07:39:00,
2026-08-27 09:00:00,189.97,72.54,133.69,124.44,125.73,125.08,132.23,5174.6,4888.7,8646.6,2026-08-26 14:20:01,2026-08-27 08:39:00,
2026-08-27 10:00:00,209.04,0.1,105.58,99.24,0.1,90.45,102.42,6087.6,6233.1,10407.0,2026-08-26 14:20:30,2026-08-27 09:39:59,
2026-08-27 11:00:00,127.15,-3.1,64.8,23.59,0.0,41.38,59.28,7093.6,7393.2,11959.6,2026-08-26 14:07:29,2026-08-27 10:39:51,
2026-08-27 12:00:00,69.48,-6.52,17.89,20.08,0.01,-1.16,8.93,6221.1,6723.1,10685.6,2026-08-26 14:09:42,2026-08-27 11:39:35,
2026-08-27 13:00:00,96.0,-10.0,6.4,7.7,-2.49,-3.57,-0.98,6597.6,6725.0,11150.1,2026-08-26 14:09:17,2026-08-27 12:39:55,
2026-08-27 14:00:00,50.78,-10.19,7.42,9.85,-1.07,-2.76,-2.32,6275.3,6101.4,10403.7,2026-08-26 14:07:31,2026-08-27 13:39:20,
2026-08-27 15:00:00,161.92,-5.38,31.67,72.61,135.0,26.18,17.92,7252.8,7348.6,12261.3,2026-08-26 14:01:57,2026-08-27 14:39:30,
2026-08-27 16:00:00,170.0,18.24,87.53,93.22,167.56,103.31,85.78,7009.7,7016.0,11552.1,2026-08-26 14:24:56,2026-08-27 15:39:59,
2026-08-27 17:00:00,222.87,106.27,159.77,155.64,154.9,174.52,167.05,7259.7,6977.9,11430.8,2026-08-26 14:21:57,2026-08-27 16:39:50,
2026-08-27 18:00:00,242.26,141.57,190.68,197.02,196.19,194.15,193.55,7217.8,7311.7,12370.4,2026-08-26 14:23:38,2026-08-27 17:39:12,
2026-08-27 19:00:00,263.09,160.7,217.29,201.3,173.25,210.01,219.2,6564.9,6596.9,11150.8,2026-08-26 14:19:48,2026-08-27 18:39:30,
2026-08-27 20:00:00,259.3,147.88,194.16,223.1,208.4,179.24,188.3,6862.8,6951.7,11654.8,2026-08-26 14:12:24,2026-08-27 19:39:55,
2026-08-27 21:00:00,240.5,153.36,176.99,175.8,165.59,175.82,174.76,5773.6,5997.1,9633.1,2026-08-26 14:37:51,2026-08-27 20:38:58,
2026-08-27 22:00:00,223.13,132.82,165.0,167.7,198.99,169.05,164.15,5191.9,5263.7,8514.8,2026-08-26 14:35:41,2026-08-27 21:39:58,
2026-08-27 23:00:00,208.91,126.29,146.23,147.37,139.53,146.75,144.62,4769.1,4819.1,7682.3,2026-08-26 14:12:24,2026-08-27 22:38:57,
2026-08-28 00:00:00,183.04,129.18,148.19,137.02,144.3,151.94,149.19,2684.2,2994.8,4557.4,2026-08-27 14:19:25,2026-08-27 23:39:55,
2026-08-28 01:00:00,164.99,121.99,147.9,143.78,150.6,149.12,148.69,3007.1,3217.8,4867.7,2026-08-27 14:24:24,2026-08-28 00:39:40,
2026-08-28 02:00:00,233.19,127.0,148.37,157.59,128.55,151.76,150.12,3333.9,3603.6,5592.5,2026-08-27 14:00:19,2026-08-28 01:39:57,
2026-08-28 03:00:00,193.49,134.62,153.21,134.62,189.97,167.77,157.03,3880.7,4382.4,6655.1,2026-08-27 14:00:36,2026-08-28 02:39:55,
2026-08-28 04:00:00,229.82,134.44,158.45,134.44,178.3,172.21,163.42,3563.8,3889.2,6087.6,2026-08-27 14:00:23,2026-08-28 03:39:49,
2026-08-28 05:00:00,220.7,133.98,168.71,145.35,162.67,183.09,173.57,3478.8,3904.0,6362.6,2026-08-27 14:00:24,2026-08-28 04:39:24,
2026-08-28 06:00:00,232.96,130.5,182.79,174.19,199.4,189.32,186.14,4361.4,4321.1,7429.7,2026-08-27 14:00:25,2026-08-28 05:39:57,
2026-08-28 07:00:00,224.0,157.52,189.49,172.34,210.0,190.17,192.48,5171.5,5003.7,8783.6,2026-08-27 14:20:56,2026-08-28 06:39:30,
2026-08-28 08:00:00,232.88,137.2,190.61,170.71,179.95,182.63,192.43,5986.8,5808.4,10055.4,2026-08-27 14:12:37,2026-08-28 07:39:55,
