date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2026-04-22 00:00:00,61.09,61.09,61.09,121.27,94.0,26.54,116.31,102.8,116.31,116.31,116.31,2.31,101.38,102.8,88.07,2.31,101.38,2.31,2.31,38.74,61.09
2026-04-22 00:15:00,60.08,60.08,60.08,118.99,90.3,38.75,109.05,101.7,103.47,109.05,109.05,2.71,95.57,101.7,82.73,2.71,82.73,2.71,2.71,38.3,60.08
2026-04-22 00:30:00,59.67,59.67,59.67,116.99,91.5,14.8,106.04,99.1,102.76,106.04,106.04,2.64,94.34,99.1,76.3,2.64,76.3,2.64,2.64,38.19,59.67
2026-04-22 00:45:00,57.53,57.53,57.53,113.23,88.6,2.26,105.0,94.2,101.6,105.0,105.0,2.01,94.2,94.2,74.12,2.01,94.2,2.01,2.01,36.58,57.53
2026-04-22 01:00:00,58.86,58.86,58.86,114.0,95.02,30.23,108.1,98.5,104.0,108.1,108.1,1.68,93.31,98.5,77.01,1.68,77.01,1.68,1.68,37.27,58.86
2026-04-22 01:15:00,58.15,58.15,58.15,114.72,94.3,15.54,104.9,96.9,102.8,104.9,104.9,1.23,92.73,96.9,73.69,1.23,73.69,1.23,1.23,36.98,58.15
2026-04-22 01:30:00,57.41,57.41,57.41,114.73,91.2,18.02,105.18,96.41,102.72,105.18,105.18,-0.32,92.23,96.41,73.58,-0.32,73.58,-0.32,-0.32,36.6,57.41
2026-04-22 01:45:00,56.91,56.91,56.91,114.7,90.5,8.14,106.22,93.59,102.4,106.22,106.22,-0.56,93.59,93.59,72.81,-0.56,93.59,-0.56,-0.56,37.02,56.91
2026-04-22 02:00:00,57.36,57.36,57.36,121.27,101.0,15.97,107.23,99.75,102.87,107.23,107.23,-0.67,94.19,99.75,77.58,-0.67,77.58,-0.67,-0.67,37.1,57.36
2026-04-22 02:15:00,56.92,56.92,56.92,114.61,94.3,14.25,103.9,96.7,102.04,103.9,103.9,-0.75,93.93,96.7,86.56,-0.75,86.56,-0.75,-0.75,37.01,56.92
2026-04-22 02:30:00,57.38,57.38,57.38,114.74,95.8,10.34,104.5,97.63,102.0,104.5,104.5,-0.66,93.94,97.63,74.08,-0.66,75.35,-0.66,-0.66,37.08,57.38
2026-04-22 02:45:00,56.18,56.18,56.18,114.71,93.7,8.31,104.32,94.92,102.75,104.32,104.32,-0.61,94.92,94.92,73.98,-0.61,94.92,-0.61,-0.61,35.35,56.18
